🌐  CCTV,#genre#
北京少儿,http://10.26.0.23:4000/udp/239.253.254.66:8000
金鹰卡通,http://10.26.0.23:4000/udp/239.253.254.117:8000
嘉佳卡通,http://10.26.0.23:4000/udp/239.253.254.65:8000
优漫卡通,http://10.26.0.23:4000/udp/239.253.254.64:8000

🌐  青岛,#genre#
QTV-1,http://10.26.0.23:4000/udp/239.253.254.249:8000
QTV-2,http://10.26.0.23:4000/udp/239.253.254.250:8000
QTV-3,http://10.26.0.23:4000/udp/239.253.254.251:8000
QTV-4,http://10.26.0.23:4000/udp/239.253.254.252:8000
QTV-5,http://10.26.0.23:4000/udp/239.253.254.254:8000
黄岛,http://10.26.0.23:4000/udp/239.253.254.243:8000
黄岛生活,http://10.26.0.23:4000/udp/239.253.254.244:8000
崂山,http://10.26.0.23:4000/udp/239.253.254.242:8000
胶州,http://10.26.0.23:4000/udp/239.253.254.246:8000
即墨,http://10.26.0.23:4000/udp/239.253.254.245:8000
平度,http://10.26.0.23:4000/udp/239.253.254.248:8000
莱西,http://10.26.0.23:4000/udp/239.253.254.247:8000

🌐  日照,#genre#
日照新闻综合,http://10.26.0.123:4000/udp/239.253.224.254:8000
日照科教,http://10.26.0.123:4000/udp/239.253.224.253:8000
日照公共,http://10.26.0.123:4000/udp/239.253.224.250:8000
岚山电视台,http://10.26.0.123:4000/udp/239.253.224.252:8000
莒县电视台,http://10.26.0.123:4000/udp/239.253.224.251:8000
山东体育,http://10.26.0.23:4000/udp/239.253.254.22:8000
山东齐鲁,http://10.26.0.23:4000/udp/239.253.254.114:8000
山东生活,http://10.26.0.23:4000/udp/239.253.254.151:8000
山东综艺,http://10.26.0.23:4000/udp/239.253.254.159:8000
山东文旅,http://10.26.0.23:4000/udp/239.253.254.160:8000
山东新闻,http://10.26.0.23:4000/udp/239.253.254.23:8000
山东农科,http://10.26.0.23:4000/udp/239.253.254.24:8000
山东少儿,http://10.26.0.23:4000/udp/239.253.254.25:8000
海洋频道,http://10.26.0.23:4000/udp/239.253.254.67:8000

🌐  专业,#genre#
求索纪录,http://10.26.0.23:4000/udp/239.253.254.231:8000
梨园频道,http://10.26.0.23:4000/udp/239.253.254.139:8000
武术世界,http://10.26.0.23:4000/udp/239.253.254.140:8000
文物宝库,http://10.26.0.23:4000/udp/239.253.254.141:8000
乐游,http://10.26.0.23:4000/udp/239.253.254.97:8000
生活时尚,http://10.26.0.23:4000/udp/239.253.254.99:8000
精彩影视,http://10.26.0.23:4000/udp/239.253.254.142:8000
都市剧场,http://10.26.0.23:4000/udp/239.253.254.98:8000
法治天地,http://10.26.0.23:4000/udp/239.253.254.96:8000
金色学堂,http://10.26.0.23:4000/udp/239.253.254.101:8000
东方财经,http://10.26.0.23:4000/udp/239.253.254.94:8000
四海钓鱼,http://10.26.0.23:4000/udp/239.253.254.118:8000
生态环境,http://10.26.0.23:4000/udp/239.253.254.119:8000
中华特产,http://10.26.0.23:4000/udp/239.253.254.76:8000
汽摩频道,http://10.26.0.23:4000/udp/239.253.254.161:8000
茶频道,http://10.26.0.23:4000/udp/239.253.254.143:8000
快乐垂钓,http://10.26.0.23:4000/udp/239.253.254.144:8000
发现之旅,http://10.26.0.23:4000/udp/239.253.254.162:8000
老故事,http://10.26.0.23:4000/udp/239.253.254.164:8000
游戏风云,http://10.26.0.23:4000/udp/239.253.254.95:8000
书画频道,http://10.26.0.23:4000/udp/239.253.254.146:8000
环球旅游,http://10.26.0.23:4000/udp/239.253.254.71:8000
山东经济广播,http://10.26.0.23:4000/udp/239.253.254.166:8000
生态环境标清,http://10.26.0.23:4000/udp/239.253.254.75:8000
动漫秀场,http://10.26.0.23:4000/udp/239.253.254.115:8000
优优宝贝,http://10.26.0.23:4000/udp/239.253.254.72:8000
少儿动画,http://10.26.0.23:4000/udp/239.253.254.127:8000
动画,http://10.26.0.23:4000/udp/239.253.254.229:8000
早教,http://10.26.0.23:4000/udp/239.253.254.217:8000
好学生,http://10.26.0.23:4000/udp/239.253.254.219:8000
新动漫,http://10.26.0.23:4000/udp/239.253.254.149:8000
新动漫,http://10.26.0.23:4000/udp/239.253.254.157:8000
中学生,http://10.26.0.23:4000/udp/239.253.254.163:8000

🌐  电影,#genre#
精选电影,http://10.26.0.23:4000/udp/239.253.254.210:8000
爱电影,http://10.26.0.23:4000/udp/239.253.254.128:8000
经典电影,http://10.26.0.23:4000/udp/239.253.254.126:8000
红色影院,http://10.26.0.23:4000/udp/239.253.254.209:8000
星影,http://10.26.0.23:4000/udp/239.253.254.216:8000
喜剧影院,http://10.26.0.23:4000/udp/239.253.254.220:8000
动作影院,http://10.26.0.23:4000/udp/239.253.254.221:8000
家庭电影,http://10.26.0.23:4000/udp/239.253.254.218:8000
光影,http://10.26.0.23:4000/udp/239.253.254.223:8000
野外,http://10.26.0.23:4000/udp/239.253.254.137:8000
音乐现场,http://10.26.0.23:4000/udp/239.253.254.202:8000
爱综艺,http://10.26.0.23:4000/udp/239.253.254.129:8000
重温经典影视,http://10.26.0.23:4000/udp/239.253.254.81:8000
经典剧场,http://10.26.0.23:4000/udp/239.253.254.211:8000
武侠剧场,http://10.26.0.23:4000/udp/239.253.254.212:8000
相声小品,http://10.26.0.23:4000/udp/239.253.254.136:8000
法制,http://10.26.0.23:4000/udp/239.253.254.138:8000
爱体育,http://10.26.0.23:4000/udp/239.253.254.109:8000
爱体育,http://10.26.0.23:4000/udp/239.253.254.131:8000
爱大剧,http://10.26.0.23:4000/udp/239.253.254.132:8000
谍战剧场,http://10.26.0.23:4000/udp/239.253.254.135:8000
军旅剧场,http://10.26.0.23:4000/udp/239.253.254.203:8000
古装剧场,http://10.26.0.23:4000/udp/239.253.254.205:8000
收视指南,http://10.26.0.23:4000/udp/239.253.254.124:8000
热播剧场,http://10.26.0.23:4000/udp/239.253.254.125:8000
城市剧场,http://10.26.0.23:4000/udp/239.253.254.201:8000
足球,http://10.26.0.23:4000/udp/239.253.254.204:8000
军事,http://10.26.0.23:4000/udp/239.253.254.207:8000
地理,http://10.26.0.23:4000/udp/239.253.254.208:8000
美人,http://10.26.0.23:4000/udp/239.253.254.213:8000
鉴赏,http://10.26.0.23:4000/udp/239.253.254.214:8000
国学,http://10.26.0.23:4000/udp/239.253.254.215:8000
墨宝,http://10.26.0.23:4000/udp/239.253.254.222:8000
戏曲,http://10.26.0.23:4000/udp/239.253.254.224:8000
爱生活,http://10.26.0.23:4000/udp/239.253.254.225:8000
解密,http://10.26.0.23:4000/udp/239.253.254.226:8000
武术,http://10.26.0.23:4000/udp/239.253.254.227:8000
美妆,http://10.26.0.23:4000/udp/239.253.254.228:8000

🌐  4K卫视,#genre#
山东卫视4K,http://10.26.0.23:4000/udp/239.253.254.172:8000
北京卫视4K,http://10.26.0.23:4000/udp/239.253.254.200:8000
东方卫视4K,http://10.26.0.23:4000/udp/239.253.254.176:8000
江苏卫视4K,http://10.26.0.23:4000/udp/239.253.254.133:8000
浙江卫视4K,http://10.26.0.23:4000/udp/239.253.254.27:8000
广东卫视4K,http://10.26.0.23:4000/udp/239.253.254.108:8000
深圳卫视4K,http://10.26.0.23:4000/udp/239.253.254.61:8000
湖南卫视4K,http://10.26.0.23:4000/udp/239.253.254.28:8000
四川卫视4K,http://10.26.0.23:4000/udp/239.253.254.123:8000
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_4k.m3u8

🌏  境外,#genre#
凤凰资讯,http://tv.groupshare.com.cn/fhtv?id=info&prefix=86&phone=13256889895&pwd=Fan2345678
凤凰卫视,http://tv.groupshare.com.cn/fhtv?id=cn&prefix=86&phone=13256889895&pwd=Fan2345678
凤凰香港,http://tv.groupshare.com.cn/fhtv?id=hk&prefix=86&phone=13256889895&pwd=Fan2345678
法国时装,http://lb.streaming.sk/fashiontv/stream/playlist.m3u8
法国时装,http://80.94.54.42/fashiontv/stream/playlist.m3u8
法国时装,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8?zshijd
法国时装,http://lb.streaming.sk/fashiontv/stream/chunklist_w1906011378.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
公视,rtmp://f13h.mine.nu/sat/tv771
民视,rtmp://f13h.mine.nu/sat/tv051
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
台视,rtmp://f13h.mine.nu/sat/tv071
东森超视,rtmp://f13h.mine.nu/sat/tv331
momoTV,rtmp://f13h.mine.nu/sat/tv761
DAZN体育1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育2,rtmp://f13h.mine.nu/sat/tv741
新加坡亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
新加坡亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
爱自然4K,P2p://starvod.xyz:19806/ba87030233c046908d7c7bfaa3ff9df6.ts

📺   县,#genre#
长岛,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001090/index.m3u8
蓬莱,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001088/index.m3u8
龙口,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001005/index.m3u8
招远,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001113/index.m3u8
栖霞,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001055/index.m3u8
牟平,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001076/index.m3u8
牟平生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001077/index.m3u8
烟台新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000280/index.m3u8
烟台经济科技,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000282/index.m3u8
烟台影视,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000283/index.m3u8
烟台公共,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000281/index.m3u8


威海新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000274/index.m3u8
威海都市生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000275/index.m3u8
威海海洋,http://l2.weihai.tv:8081/hls/x8b19NoyEG.m3u8
海阳,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001091/index.m3u8
海阳综艺,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001092/index.m3u8
荣成,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001053/index.m3u8
乳山,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001049/index.m3u8
文登,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001017/index.m3u8

潍坊,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000215/index.m3u8
潍坊经济生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000216/index.m3u8
潍坊公共,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000217/index.m3u8
潍坊科教文化,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000218/index.m3u8
潍坊高新区,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001106/index.m3u8
高密,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001089/index.m3u8
青州文化旅游,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001057/index.m3u8
青州,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001042/index.m3u8
奎文,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001027/index.m3u8
临朐,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001085/index.m3u8
寿光,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001000/index.m3u8
寿光,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000702/index.m3u8
寿光蔬菜,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001045/index.m3u8
安丘,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001015/index.m3u8
昌乐,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001033/index.m3u8
昌邑,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001083/index.m3u8
诸城,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001004/index.m3u8

济南新闻综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00004000/index.m3u8
德州经济生活,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000207/index.m3u8
武城,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001059/index.m3u8
新泰,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001029/index.m3u8

济南,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000312/index.m3u8
济南教育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000069/index.m3u8
东平综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001001/index.m3u8
东阿综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001093/index.m3u8

临沂,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000120/index.m3u8
临沂公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000256/index.m3u8
临沂经济,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000121/index.m3u8

临沭,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001094/index.m3u8
临清,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001103/index.m3u8
临邑,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001104/index.m3u8
任城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001111/index.m3u8
任城2,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001112/index.m3u8
兖州,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001051/index.m3u8
兰陵,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001032/index.m3u8
兰陵,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001095/index.m3u8
单县,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001079/index.m3u8
博兴,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001102/index.m3u8
历城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001105/index.m3u8
商河,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001008/index.m3u8
嘉祥,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001016/index.m3u8
夏津公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001070/index.m3u8
夏津,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001069/index.m3u8
宁津,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001003/index.m3u8
宁阳,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001071/index.m3u8
定陶,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001063/index.m3u8
岱岳,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001013/index.m3u8
巨野,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001046/index.m3u8
平原,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001064/index.m3u8
平阴,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001050/index.m3u8
广饶,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001043/index.m3u8
微山,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001078/index.m3u8
德州,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000206/index.m3u8
德州经济生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000207/index.m3u8
新泰乡村,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001066/index.m3u8
新泰,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001029/index.m3u8
无棣,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001024/index.m3u8
曲阜,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001052/index.m3u8
梁山,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001075/index.m3u8
武城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001059/index.m3u8
沂南红色影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001097/index.m3u8
沂南,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001096/index.m3u8
沂水,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001098/index.m3u8
河东,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001109/index.m3u8
沾化,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001035/index.m3u8
泰安,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000269/index.m3u8
泰山,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001114/index.m3u8
济宁,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000240/index.m3u8
济宁高新,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001101/index.m3u8
济阳,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001030/index.m3u8
淄博影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001037/index.m3u8
淄博,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000292/index.m3u8
淄川,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001007/index.m3u8
禹城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001061/index.m3u8
禹城综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001062/index.m3u8
章丘,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001073/index.m3u8
聊城民生,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000251/index.m3u8
聊城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000250/index.m3u8
肥城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001039/index.m3u8
茌平,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001048/index.m3u8
莘县,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001047/index.m3u8
蒙阴,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001031/index.m3u8
邹城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001038/index.m3u8
邹平,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001058/index.m3u8
郓城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001041/index.m3u8
陵城,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001082/index.m3u8
鱼台生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001108/index.m3u8
鱼台,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001107/index.m3u8
齐河,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001056/index.m3u8
滕州,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001028/index.m3u8
汶上,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001116/index.m3u8
莱钢,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001115/index.m3u8

济南娱乐,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000065/index.m3u8
济南少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000067/index.m3u8
济南文旅体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000064/index.m3u8
济南新闻综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000061/index.m3u8
济南生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000063/index.m3u8
济南都市,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000062/index.m3u8
济南鲁中,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000244/index.m3u8
济宁公共,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000241/index.m3u8
